Module	Section	Sample Name	Source
Bismark	deduplication	M003_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M003_R1_001_val_1_bismark_bt2_pe.deduplication_report.txt
Bismark	deduplication	M025_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M025_R1_001_val_1_bismark_bt2_pe.deduplication_report.txt
Bismark	deduplication	M024_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M024_R1_001_val_1_bismark_bt2_pe.deduplication_report.txt
Bismark	deduplication	M005_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M005_R1_001_val_1_bismark_bt2_pe.deduplication_report.txt
Bismark	deduplication	M019_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M019_R1_001_val_1_bismark_bt2_pe.deduplication_report.txt
Bismark	deduplication	M020_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M020_R1_001_val_1_bismark_bt2_pe.deduplication_report.txt
Bismark	deduplication	M023_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M023_R1_001_val_1_bismark_bt2_pe.deduplication_report.txt
Bismark	deduplication	M001_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M001_R1_001_val_1_bismark_bt2_pe.deduplication_report.txt
Bismark	methylation_extraction	M001_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M001_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M022_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M022_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M002_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M002_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M019_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M019_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M004_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M004_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M005_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M005_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M024_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M024_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M008_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M008_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M010_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M010_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M021-RESUB_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M021-RESUB_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M006_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M006_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M003_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M003_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M013_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M013_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M020_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M020_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M016_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M016_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M023_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M023_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M018_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M018_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M015_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M015_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M014_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M014_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M026_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M026_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M009_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M009_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M017_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M017_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M025_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M025_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M011-RESUB_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M011-RESUB_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M007_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M007_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	methylation_extraction	M012_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M012_R1_001_val_1_bismark_bt2_pe.deduplicated_splitting_report.txt
Bismark	m_bias	M016_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M016_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M003_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M003_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M013_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M013_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M010_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M010_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M020_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M020_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M012_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M012_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M008_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M008_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M018_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M018_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M021-RESUB_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M021-RESUB_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M023_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M023_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M001_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M001_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M024_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M024_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M009_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M009_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M011-RESUB_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M011-RESUB_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M017_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M017_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M006_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M006_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M015_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M015_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M005_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M005_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M007_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M007_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M004_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M004_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M002_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M002_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M019_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M019_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M026_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M026_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M025_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M025_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M022_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M022_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	M014_R1_001_val_1	/scratch/jeirinlo/jrodr979/Clonal_divergence_paper/2020-12-08-WGBS-analysis/2020-12-09-Bismark/20201221_L,0,-0.9/M014_R1_001_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
