"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-11 0.745538054202749 3 8 "GO:0005834;GO:1905360" "GTPase complex" 0.808229215712153
-11 0.596307402612426 2 21 "GO:0005839" "proteasome core complex" 0.808229215712153
-11 0.0612479481684586 3 345 "GO:0005840;GO:0043232;GO:1990904;GO:0043228" "ribonucleoprotein complex" 0.627791468726701
-11 0.798372761862005 2 5 "GO:0005853" "eukaryotic translation elongation factor 1 complex" 0.808229215712153
-11 0.450407312984099 4 42 "GO:0005856" "cytoskeleton" 0.808229215712153
-11 0.779211333036879 2 6 "GO:0005862;GO:0044449" "muscle thin filament tropomyosin" 0.808229215712153
-11 0.761714540222544 3 7 "GO:0005871" "kinesin complex" 0.808229215712153
-11 0.554820760044682 5 26 "GO:0005874" "microtubule" 0.808229215712153
0 0.969693281891294 2 79 "GO:0005875" "microtubule associated complex" 0.969693281891294
-11 0.634224016832261 5 17 "GO:0005884" "actin filament" 0.808229215712153
-11 0.644534522953329 2 16 "GO:0005887;GO:0031226" "integral component of plasma membrane" 0.808229215712153
-11 0.779211333036879 4 6 "GO:0005891;GO:0034704" "voltage-gated calcium channel complex" 0.808229215712153
-6 0.492146832827296 2 145 "GO:0005952;GO:0005956" "cAMP-dependent protein kinase complex" 0.808229215712153
39 0.0954789649716476 2 17 "GO:0005954" "calcium- and calmodulin-dependent protein kinase complex" 0.78292751276751
26 0.189970833762424 4 23 "GO:0008021;GO:0070382;GO:0097458;GO:0030133;GO:0099503;GO:0031410;GO:0097708;GO:0031982" "transport vesicle" 0.808229215712153
63 0.00173505380583568 6 23 "GO:0008076;GO:0034705" "potassium channel complex" 0.0711372060392629
-11 0.532383720115284 2 29 "GO:0008091;GO:0044448" "cell cortex part" 0.808229215712153
-11 0.779211333036879 3 6 "GO:0008250" "oligosaccharyltransferase complex" 0.808229215712153
20 0.122795916836066 2 55 "GO:0008287;GO:1903293;GO:0005963;GO:0017023" "protein serine/threonine phosphatase complex" 0.808229215712153
-11 0.730443347050591 4 9 "GO:0008305;GO:0098636;GO:0098802;GO:0043235" "integrin complex" 0.808229215712153
-11 0.761714540222544 2 7 "GO:0009341" "beta-galactosidase complex" 0.808229215712153
-11 0.730443347050591 2 9 "GO:0015629" "actin cytoskeleton" 0.808229215712153
-11 0.372635506337173 3 58 "GO:0015935;GO:0022627" "small ribosomal subunit" 0.808229215712153
-11 0.798372761862005 3 5 "GO:0016222" "procollagen-proline 4-dioxygenase complex" 0.808229215712153
-11 0.532383720115284 4 29 "GO:0016459" "myosin complex" 0.808229215712153
-11 0.49185518122898 2 35 "GO:0016469" "proton-transporting two-sector ATPase complex" 0.808229215712153
200 3.57584426446488e-09 3 8 "GO:0017090" "meprin A complex" 2.9321922968612e-07
-12 0.253598242376893 4 93 "GO:0022625;GO:0015934" "large ribosomal subunit" 0.808229215712153
-11 0.605337505657515 4 20 "GO:0030125;GO:0030118;GO:0030120;GO:0030117;GO:0044433" "vesicle coat" 0.808229215712153
-11 0.716257013123508 3 10 "GO:0030173;GO:0031228" "intrinsic component of Golgi membrane" 0.808229215712153
-11 0.562678060927893 5 25 "GO:0030286" "dynein complex" 0.808229215712153
-11 0.730443347050591 2 9 "GO:0030532;GO:0120114" "small nuclear ribonucleoprotein complex" 0.808229215712153
-11 0.761714540222544 2 7 "GO:0031012;GO:0044421" "extracellular matrix" 0.808229215712153
-11 0.399484609528165 2 52 "GO:0031090" "organelle membrane" 0.808229215712153
-11 0.655236945475776 3 15 "GO:0031301;GO:0031300" "integral component of organelle membrane" 0.808229215712153
42 0.0132209478680383 4 32 "GO:0034703;GO:0034702;GO:1902495;GO:1990351" "ion channel complex" 0.216823545035828
-11 0.779211333036879 2 6 "GO:0042555" "MCM complex" 0.808229215712153
-11 0.779211333036879 2 6 "GO:0042579;GO:0005777" "microbody" 0.808229215712153
-11 0.798372761862005 2 5 "GO:0042721;GO:0098800" "TIM22 mitochondrial import inner membrane insertion complex" 0.808229215712153
-11 0.372635506337173 2 58 "GO:0044427" "chromosomal part" 0.808229215712153
5 0.712249645885703 3 53 "GO:0044428" "nuclear part" 0.808229215712153
-11 0.332819766894057 2 68 "GO:0044429" "mitochondrial part" 0.808229215712153
-8 0.300320128016009 3 194 "GO:0044430" "cytoskeletal part" 0.808229215712153
-11 0.525251882501963 2 30 "GO:0044431" "Golgi apparatus part" 0.808229215712153
-11 0.547159245863507 2 27 "GO:0044432" "endoplasmic reticulum part" 0.808229215712153
-12 0.125920117401268 2 160 "GO:0044445;GO:0044391" "ribosomal subunit" 0.808229215712153
-11 0.58754255984443 2 22 "GO:0044451" "nucleoplasm part" 0.808229215712153
-11 0.761714540222544 3 7 "GO:0044455" "mitochondrial membrane part" 0.808229215712153
13 0.423934187815943 1 36 "GO:0044456" "synapse part" 0.808229215712153
19 0.0710831531566507 2 87 "GO:0044459" "plasma membrane part" 0.647646506538373
-11 0.677977732043 3 13 "GO:0045211;GO:0097060;GO:0098590" "postsynaptic membrane" 0.808229215712153
-11 0.702848241503973 3 11 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 0.808229215712153
-11 0.730443347050591 4 9 "GO:0090575;GO:0044798" "RNA polymerase II transcription factor complex" 0.808229215712153
19 0.0194335913056077 2 147 "GO:0098796" "membrane protein complex" 0.265592414509972
34 0.00836717047684843 2 58 "GO:0098797" "plasma membrane protein complex" 0.204810725660847
-11 0.57902594749864 3 23 "GO:0098798" "mitochondrial protein complex" 0.808229215712153
-11 0.434215416371494 3 45 "GO:0099513;GO:0099512;GO:0099081;GO:0099080" "supramolecular fiber" 0.808229215712153
-11 0.716257013123508 2 10 "GO:1990204" "oxidoreductase complex" 0.808229215712153
