comp10058_c0_seq1	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
comp10063_c0_seq1	GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0007275;GO:0004722
comp10070_c0_seq1	GO:0002226;GO:0042381
comp10071_c0_seq1	GO:0004143;GO:0007205
comp10072_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004707;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
comp10073_c0_seq1	GO:0006626;GO:0042721;GO:0045039
comp10076_c0_seq1	GO:0005509
comp10078_c0_seq1	GO:0004861;GO:0005634;GO:0007050
comp10081_c0_seq1	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0010992
comp10087_c0_seq1	GO:0004888;GO:0016020;GO:0002226;GO:0009682
comp10089_c0_seq1	GO:0004402
comp10090_c0_seq1	GO:0030144
comp10093_c0_seq1	GO:0008152;GO:0016836;GO:0016829;GO:0003994;GO:0005739;GO:0006099;GO:0006950;GO:0006979;GO:0034599
comp10097_c0_seq1	GO:0003774;GO:0005524;GO:0016459
comp101_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
comp1010_c0_seq1	GO:0003677;GO:0005634;GO:0006355
comp10101_c0_seq1	GO:0006118;GO:0016491;GO:0005506;GO:0006814;GO:0016021;GO:0016655;GO:0019866
comp10104_c0_seq1	GO:0008757
comp10105_c0_seq1	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0008091
comp10106_c0_seq1	GO:0005525;GO:0006412;GO:0003746
comp1011_c0_seq1	GO:0005509
comp10111_c0_seq1	GO:0006508;GO:0030693;GO:0004197;GO:0016946;GO:0006915;GO:1900119
comp10113_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015935;GO:0042254
comp10115_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp10118_c0_seq1	GO:0005525;GO:0003924
comp10128_c0_seq1	GO:0008152;GO:0008484;GO:0004065
comp1013_c0_seq1	GO:0004866;GO:0002226;GO:0009682
comp10130_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0007242;GO:0009190;GO:0016849;GO:0004016;GO:0008294;GO:0004383
comp10132_c0_seq1	GO:0016787
comp10135_c0_seq1	GO:0003723;GO:0004521
comp10136_c0_seq1	GO:0006810;GO:0008519;GO:0016020
comp10138_c0_seq1	GO:0003676;GO:0005634;GO:0008270
comp10140_c0_seq1	GO:0003700;GO:0005634;GO:0006355
comp10145_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412
comp10149_c0_seq1	GO:0003677;GO:0003700;GO:0005634;GO:0006355
comp10150_c0_seq1	GO:0016251
comp10151_c0_seq1	GO:0000159;GO:0007165;GO:0008601
comp10152_c0_seq1	GO:0000145;GO:0006904
comp10153_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
comp10155_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
comp10157_c0_seq1	GO:0004835;GO:0006464
comp10158_c0_seq1	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0007268
comp10159_c0_seq1	GO:0005215;GO:0006810;GO:0016021;GO:0016020;GO:0015101;GO:0015226
comp10160_c0_seq1	GO:0005488;GO:0006810;GO:0016020;GO:0005743
comp10167_c0_seq1	GO:0005509;GO:0005544;GO:0050819;GO:0047394
comp1017_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
comp10170_c0_seq1	GO:0005507;GO:0006950;GO:0006979;GO:0034599
comp10175_c0_seq1	GO:0005099
comp10177_c0_seq1	GO:0003993;GO:0004871;GO:0005834;GO:0007186
comp10179_c0_seq1	GO:0003847
comp1018_c0_seq1	GO:0003779;GO:0005737;GO:0007010
comp10180_c0_seq1	GO:0016874;GO:0004658
comp10181_c0_seq1	GO:0006281
comp10182_c0_seq1	GO:0004653
comp10184_c0_seq1	GO:0004867;GO:0002226;GO:0042381
comp10185_c0_seq1	GO:0005215;GO:0006810;GO:0016021
comp10186_c0_seq1	GO:0003677;GO:0005634
comp10187_c0_seq1	GO:0003676;GO:0005622;GO:0008408
comp10191_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
comp10192_c0_seq1	GO:0003676;GO:0005634
comp10195_c0_seq1	GO:0018024;GO:0040029;GO:0016570
comp10198_c0_seq1	GO:0040029;GO:0016570
comp102_c0_seq1	GO:0005515;GO:0003774;GO:0005200;GO:0005884
comp10201_c0_seq1	GO:0003840
comp10206_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
comp10208_c0_seq1	GO:0003950
comp10212_c0_seq1	GO:0004221;GO:0007268;GO:0048167
comp10213_c0_seq1	GO:0004806
comp10216_c0_seq1	GO:0006564;GO:0016616;GO:0004617;GO:0047964
comp10219_c0_seq1	GO:0006118;GO:0003979
comp10220_c0_seq1	GO:0006412
comp10225_c0_seq1	GO:0003723;GO:0005786;GO:0006605
comp10226_c0_seq1	GO:0004497;GO:0006725;GO:0006118;GO:0008152;GO:0016491;GO:0004502
comp10228_c0_seq1	GO:0030144
comp10231_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
comp10235_c0_seq1	GO:0005515;GO:0042981
comp10237_c0_seq1	GO:0007242
comp10238_c0_seq1	GO:0004326
comp10239_c0_seq1	GO:0005524;GO:0006139;GO:0019201;GO:0016776;GO:0004017;GO:0046899
comp1024_c0_seq1	GO:0006886;GO:0030125;GO:0016251
comp10240_c0_seq1	GO:0003676;GO:0003723
comp10241_c0_seq1	GO:0003824;GO:0006725;GO:0016787;GO:0047372
comp10242_c0_seq1	GO:0003847;GO:0004693;GO:0008353
comp10243_c0_seq1	GO:0030163;GO:0043248
comp10245_c0_seq1	GO:0000151;GO:0004842;GO:0008270;GO:0016567
comp10246_c0_seq1	GO:0004888;GO:0016020;GO:0002226;GO:0009682
comp10247_c0_seq1	GO:0006364;GO:0007046;GO:0019843;GO:0030532
comp10249_c0_seq1	GO:0008152;GO:0016491;GO:0004449;GO:0005739;GO:0006099;GO:0004448
comp10252_c0_seq1	GO:0004335;GO:0005524;GO:0006012;GO:0046835;GO:0008152;GO:0016301;GO:0016310;GO:0005737;GO:0016773
comp10254_c0_seq1	GO:0031214
comp10255_c0_seq1	GO:0008903
comp10257_c0_seq1	GO:0008451;GO:0004177
comp10259_c0_seq1	GO:0008152;GO:0016740;GO:0003676;GO:0031177
comp10261_c0_seq1	GO:0003777;GO:0005524;GO:0005875;GO:0007018
comp10262_c0_seq1	GO:0008152;GO:0016491;GO:0004316
comp10263_c0_seq1	GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
comp10265_c0_seq1	GO:0005524;GO:0015662;GO:0015992;GO:0016020;GO:0006812;GO:0003824;GO:0008152;GO:0005388;GO:0006816;GO:0016021;GO:0016820
comp10266_c0_seq1	GO:0003676
comp10267_c0_seq1	GO:0005509;GO:0007156;GO:0016020;GO:0005198;GO:0007155
comp10268_c0_seq1	GO:0007242;GO:0004713;GO:0016175
comp1027_c0_seq1	GO:0003847;GO:0016251
comp10274_c0_seq1	GO:0004565;GO:0005975;GO:0009341
comp10281_c0_seq1	GO:0003812
comp10282_c0_seq1	GO:0003676;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp10283_c0_seq1	GO:0003676
comp10284_c0_seq1	GO:0005515
comp10286_c0_seq1	GO:0003723;GO:0016071;GO:0006412
comp10287_c0_seq1	GO:0005123
comp10289_c0_seq1	GO:0008270
comp10294_c0_seq1	GO:0003677;GO:0006355
comp10300_c0_seq1	GO:0003677;GO:0003700;GO:0005634;GO:0006355
comp10302_c0_seq1	GO:0003824;GO:0006725;GO:0016787;GO:0047372
comp10304_c0_seq1	GO:0005488;GO:0006810;GO:0016020;GO:0005310
comp10306_c0_seq1	GO:0005509
comp10308_c0_seq1	GO:0004785;GO:0006801;GO:0046872;GO:0030001;GO:0016835;GO:0016836;GO:0016837;GO:0016838;GO:0004784;GO:0006950;GO:0006979
comp1031_c0_seq1	GO:0004096;GO:0006118;GO:0006979;GO:0006950
comp10312_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
comp10313_c0_seq1	GO:0003677;GO:0005665;GO:0006366;GO:0003899;GO:0005634;GO:0006350;GO:0003900;GO:0003901;GO:0003902
comp10317_c0_seq1	GO:0003824;GO:0006508;GO:0008236
comp10323_c0_seq1	GO:0001509;GO:0004197;GO:0006508;GO:0003923;GO:0016787;GO:0051336
comp10324_c0_seq1	GO:0047220
comp10325_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022627;GO:0042254
comp10326_c0_seq1	GO:0005856;GO:0005737;GO:0008092;GO:0016020;GO:0004725;GO:0004727
comp10327_c0_seq1	GO:0008270;GO:0006508;GO:0008237;GO:0010992
comp10329_c0_seq1	GO:0004713
comp1033_c0_seq1	GO:0005515;GO:0005524;GO:0044267;GO:0003763
comp10332_c0_seq1	GO:0005622;GO:0006810
comp10333_c0_seq1	GO:0008091
comp10334_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004693;GO:0008353
comp10335_c0_seq1	GO:0005515;GO:0005737
comp10337_c0_seq1	GO:0005525;GO:0007264;GO:0006886
comp10340_c0_seq1	GO:0008152;GO:0016491;GO:0008874;GO:0008875
comp10343_c0_seq1	GO:0016251
comp10344_c0_seq1	GO:0016787;GO:0004157
comp10346_c0_seq1	GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0008408
comp10347_c0_seq1	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
comp10348_c0_seq1	GO:0008152;GO:0016491;GO:0008670
comp1035_c0_seq1	GO:0019904;GO:0004623;GO:0004624;GO:0004625;GO:0004626;GO:0004627;GO:0004628;GO:0047498;GO:0047499
comp10353_c0_seq1	GO:0007275;GO:0002226;GO:0042381
comp10357_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004715
comp10359_c0_seq1	GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0003924;GO:0003925
comp10361_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004715;GO:0004716
comp10363_c0_seq1	GO:0005515;GO:0008270
comp10365_c0_seq1	GO:0005737;GO:0006817
comp10368_c0_seq1	GO:0006412
comp10372_c0_seq1	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
comp10376_c0_seq1	GO:0003676;GO:0005737;GO:0045449
comp10377_c0_seq1	GO:0007155;GO:0005529;GO:0004713;GO:0002226;GO:0001867
comp10379_c0_seq1	GO:0003777;GO:0005875;GO:0007017
comp1038_c0_seq1	GO:0005201;GO:0005581;GO:0008336
comp10380_c0_seq1	GO:0005737;GO:0006817
comp10383_c0_seq1	GO:0003676
comp10384_c0_seq1	GO:0016262;GO:0051301
comp10386_c0_seq1	GO:0003743;GO:0006413;GO:0006412
comp10390_c0_seq1	GO:0031419
comp10391_c0_seq1	GO:0006118;GO:0016491;GO:0004047;GO:0005737;GO:0006546;GO:0008480
comp10393_c0_seq1	GO:0003676
comp10397_c0_seq1	GO:0015019
comp104_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
comp1040_c0_seq1	GO:0003824;GO:0008152;GO:0004467
comp10402_c0_seq1	GO:0005515;GO:0003774;GO:0005200;GO:0005884
comp10407_c0_seq1	GO:0016251
comp10409_c0_seq1	GO:0006457;GO:0031072;GO:0051082;GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0003924;GO:0003925
comp1041_c0_seq1	GO:0006118;GO:0004497
comp10410_c0_seq1	GO:0047238;GO:0050510
comp10416_c0_seq1	GO:0004655;GO:0006783
comp10418_c0_seq1	GO:0005515;GO:0006457;GO:0016272;GO:0006950;GO:0033554;GO:0061077
comp1042_c0_seq1	GO:0016853;GO:0005489;GO:0006118;GO:0003756
comp10421_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005007
comp10423_c0_seq1	GO:0006807;GO:0016810;GO:0017159
comp10424_c0_seq1	GO:0003777;GO:0005524;GO:0005875;GO:0007018;GO:0008574
comp10427_c0_seq1	GO:0003950
comp1043_c0_seq1	GO:0006520;GO:0016831;GO:0004837
comp10430_c0_seq1	GO:0003676;GO:0010992
comp10435_c0_seq1	GO:0016021
comp10436_c0_seq1	GO:0003676;GO:0050265
comp10437_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412
comp10439_c0_seq1	GO:0004342;GO:0006044;GO:0005975
comp1044_c0_seq1	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
comp10441_c0_seq1	GO:0016905
comp10443_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004751;GO:0009052
comp10451_c0_seq1	GO:0007155;GO:0005529;GO:0002226;GO:0001867
comp10453_c0_seq1	GO:0004888;GO:0016020;GO:0002226;GO:0009682
comp10457_c0_seq1	GO:0000175;GO:0003723;GO:0006396;GO:0004534;GO:0016896
comp10458_c0_seq1	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177;GO:0003887;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984
comp10459_c0_seq1	GO:0004197;GO:0006508;GO:0008234;GO:0004217
comp10461_c0_seq1	GO:0006950;GO:0033554
comp10464_c0_seq1	GO:0007242
comp10466_c0_seq1	GO:0004565;GO:0005975;GO:0009341
comp1047_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
comp10474_c0_seq1	GO:0004872;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
comp10475_c0_seq1	GO:0004411;GO:0006559;GO:0006570
comp10479_c0_seq1	GO:0003677;GO:0005677;GO:0006342;GO:0006355;GO:0003956
comp1048_c0_seq1	GO:0016021
comp10480_c0_seq1	GO:0006118;GO:0016021
comp10486_c0_seq1	GO:0043087
comp10488_c0_seq1	GO:0007218;GO:0016020;GO:0004930
comp10489_c0_seq1	GO:0003700;GO:0005622;GO:0006355;GO:0004295;GO:0006508;GO:0004263
comp1049_c0_seq1	GO:0000166;GO:0017111;GO:0005524;GO:0004003;GO:0004004;GO:0008026;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
comp10493_c0_seq1	GO:0004222;GO:0005578;GO:0006508
comp10495_c0_seq1	GO:0005525;GO:0007264;GO:0005524;GO:0005554;GO:0006281
comp105_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
comp1050_c0_seq1	GO:0006886;GO:0030125
comp10503_c0_seq1	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031
comp10504_c0_seq1	GO:0004840;GO:0006464;GO:0006512;GO:0004842
comp10505_c0_seq1	GO:0005515;GO:0003774;GO:0005200;GO:0005884
comp1051_c0_seq1	GO:0005622;GO:0006412
comp10512_c0_seq1	GO:0008478
comp10513_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005003
comp10519_c0_seq1	GO:0008152;GO:0008484;GO:0003943;GO:0004065
comp10521_c0_seq1	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
comp10524_c0_seq1	GO:0002226;GO:0001867
comp10525_c0_seq1	GO:0016706;GO:0019538
comp10528_c0_seq1	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
comp1053_c0_seq1	GO:0005576
comp10531_c0_seq1	GO:0005525;GO:0007264;GO:0015031
comp10533_c0_seq1	GO:0003824;GO:0006725;GO:0016787;GO:0003841
comp10534_c0_seq1	GO:0008152;GO:0008484;GO:0003943;GO:0004065
comp10535_c0_seq1	GO:0004222;GO:0031012;GO:0004249;GO:0008133;GO:0008319;GO:0030402
comp10537_c0_seq1	GO:0006118;GO:0008152;GO:0016491;GO:0047115;GO:0004074
comp10538_c0_seq1	GO:0005452;GO:0006820;GO:0016020;GO:0015380;GO:0016021
comp1054_c0_seq1	GO:0046080;GO:0016787;GO:0004170
comp10540_c0_seq1	GO:0004363;GO:0006750;GO:0005524
comp10545_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
comp10548_c0_seq1	GO:0005488;GO:0006810;GO:0016020;GO:0005743;GO:0015207
comp10552_c0_seq1	GO:0006118;GO:0016020;GO:0016491
comp10555_c0_seq1	GO:0008152;GO:0016491;GO:0003858
comp10562_c0_seq1	GO:0005622;GO:0008270;GO:0005529;GO:0000151;GO:0004842;GO:0016567;GO:0010992
comp10566_c0_seq1	GO:0040029;GO:0016570
comp10567_c0_seq1	GO:0003777;GO:0005875;GO:0007017
comp10568_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0008384
comp10569_c0_seq1	GO:0008152;GO:0008484;GO:0003943;GO:0004065
comp1057_c0_seq1	GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0007275
comp1058_c0_seq1	GO:0005001
comp10582_c0_seq1	GO:0003723;GO:0006412
comp10583_c0_seq1	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
comp10584_c0_seq1	GO:0005529;GO:0002226;GO:0001867
comp10585_c0_seq1	GO:0003700;GO:0005634;GO:0006355
comp10586_c0_seq1	GO:0019028
comp10588_c0_seq1	GO:0007165;GO:0008570
comp10589_c0_seq1	GO:0003847
comp10595_c0_seq1	GO:0010992
comp10597_c0_seq1	GO:0004179;GO:0006508;GO:0008237;GO:0008270;GO:0004230
comp106_c0_seq1	GO:0004601;GO:0051920
comp1060_c0_seq1	GO:0005044;GO:0016020;GO:0004720;GO:0005507;GO:0015922;GO:0016641
comp10604_c0_seq1	GO:0003676
comp10606_c0_seq1	GO:0005279;GO:0006865;GO:0016020;GO:0006810
comp10610_c0_seq1	GO:0016020
comp10611_c0_seq1	GO:0003824;GO:0004070;GO:0006207;GO:0016812;GO:0004086;GO:0005524;GO:0006807;GO:0005737;GO:0006526;GO:0019856;GO:0008152;GO:0016874;GO:0006520;GO:0016597;GO:0016743;GO:0009058;GO:0016787;GO:0004087
comp10612_c0_seq1	GO:0051059;GO:0002226;GO:0045824
comp10616_c0_seq1	GO:0006118;GO:0004497;GO:0050381
comp10619_c0_seq1	GO:0007218;GO:0016020;GO:0004930
comp1062_c0_seq1	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp10624_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
comp10625_c0_seq1	GO:0004289;GO:0006508;GO:0000166;GO:0017111
comp10626_c0_seq1	GO:0005198
comp10630_c0_seq1	GO:0005509;GO:0007156;GO:0016020
comp10632_c0_seq1	GO:0005164;GO:0006955;GO:0016020;GO:0005737;GO:0006817
comp10632_c1_seq1	GO:0005164;GO:0006955;GO:0016020;GO:0005737;GO:0006817
comp10633_c0_seq1	GO:0006412
comp10634_c0_seq1	GO:0003998
comp10638_c0_seq1	GO:0016021;GO:0050291
comp10640_c0_seq1	GO:0006118;GO:0016491;GO:0047130;GO:0047131
comp10646_c0_seq1	GO:0005509
comp10648_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0008528;GO:0016020;GO:0004383
comp10654_c0_seq1	GO:0004197;GO:0006508;GO:0008234;GO:0004213;GO:0004216
comp10658_c0_seq1	GO:0005525;GO:0007264;GO:0003676;GO:0003677;GO:0006355;GO:0015031;GO:0006412
comp1066_c0_seq1	GO:0003676
comp10661_c0_seq1	GO:0000074;GO:0006368
comp10665_c0_seq1	GO:0005737;GO:0006817
comp10667_c0_seq1	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0005634;GO:0007049;GO:0010992
comp1067_c0_seq1	GO:0004550;GO:0005524;GO:0006183;GO:0006228;GO:0006241
comp10671_c0_seq1	GO:0003824;GO:0008152;GO:0004300;GO:0004490
comp10672_c0_seq1	GO:0004663;GO:0005084;GO:0005968;GO:0006886;GO:0043087
comp10674_c0_seq1	GO:0031419;GO:0002226;GO:0009682
comp10675_c0_seq1	GO:0005509
comp10678_c0_seq1	GO:0005201;GO:0005581
comp10682_c0_seq1	GO:0008083;GO:0040007;GO:0005576
comp10684_c0_seq1	GO:0007218
comp10688_c0_seq1	GO:0003755
comp10689_c0_seq1	GO:0003824;GO:0008152;GO:0004776;GO:0042709;GO:0045244;GO:0003878
comp1069_c0_seq1	GO:0003676;GO:0005634;GO:0008270
comp10690_c0_seq1	GO:0005515
comp10691_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
comp10694_c0_seq1	GO:0005506;GO:0016216;GO:0017000
comp10695_c0_seq1	GO:0000145;GO:0006887
comp10697_c0_seq1	GO:0040029;GO:0016570
comp10698_c0_seq1	GO:0004871;GO:0005622;GO:0007222;GO:0007275;GO:0005096
comp107_c0_seq1	GO:0002226;GO:0009682
comp10700_c0_seq1	GO:0031214
comp10701_c0_seq1	GO:0008067;GO:0016020;GO:0004930;GO:0001641;GO:0007600
comp10708_c0_seq1	GO:0017110;GO:0045134
comp10719_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0003774;GO:0016459;GO:0004674;GO:0008570
comp1072_c0_seq1	GO:0004553;GO:0005975;GO:0015926
comp10720_c0_seq1	GO:0010992
comp10721_c0_seq1	GO:0003676;GO:0003755;GO:0004600;GO:0030051;GO:0042027;GO:0005528
comp10722_c0_seq1	GO:0003774;GO:0005524;GO:0016459;GO:0004351
comp10726_c0_seq1	GO:0005001
comp10729_c0_seq1	GO:0004179
comp10731_c0_seq1	GO:0004177;GO:0005622;GO:0006508;GO:0004178
comp10732_c0_seq1	GO:0008570
comp10737_c0_seq1	GO:0003777;GO:0005524;GO:0005875;GO:0007018
comp10742_c0_seq1	GO:0005524;GO:0016887;GO:0000166;GO:0017111
comp10743_c0_seq1	GO:0006626;GO:0042721;GO:0045039
comp10746_c0_seq1	GO:0003847
comp10747_c0_seq1	GO:0005525;GO:0006412;GO:0003924;GO:0008547;GO:0003746
comp10748_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004707
comp10749_c0_seq1	GO:0005515;GO:0007165
comp10758_c0_seq1	GO:0005622;GO:0005634;GO:0006606;GO:0008565
comp10765_c0_seq1	GO:0003735;GO:0006412;GO:0015934;GO:0005622;GO:0005840;GO:0022625;GO:0042254
comp10769_c0_seq1	GO:0003676;GO:0006412
comp1077_c0_seq1	GO:0005489;GO:0006118
comp10770_c0_seq1	GO:0005525;GO:0007264;GO:0006886;GO:0003924;GO:0003925
comp10771_c0_seq1	GO:0006855;GO:0015238;GO:0015297;GO:0016020
comp10774_c0_seq1	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177
comp10776_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0007600
comp1078_c0_seq1	GO:0006366
comp10780_c0_seq1	GO:0003824;GO:0031177;GO:0006629;GO:0016789;GO:0004771
comp10782_c0_seq1	GO:0016020
comp10787_c0_seq1	GO:0005554;GO:0006412
